Trip id,Starttime,Stoptime,Bikeid,Tripduration,From station id,From station name,To station id,To station name,Usertype
97432262,6/14/2020 13:30,6/14/2020 17:24,70333,14037,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,Customer
97432277,6/14/2020 13:30,6/14/2020 15:01,70224,5447,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
97432287,6/14/2020 13:31,6/14/2020 17:24,70491,14008,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,Customer
97432306,6/14/2020 13:31,6/14/2020 17:34,70595,14596,1049,S 12th St & E Carson St,1049,S 12th St & E Carson St,Customer
97432323,6/14/2020 13:31,6/14/2020 14:22,70533,3087,1013,Isabella St & Federal St (PNC Park),1012,North Shore Trail & Fort Duquesne Bridge,Customer
97432355,6/14/2020 13:31,6/14/2020 14:21,70330,3010,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
97432384,6/14/2020 13:31,6/14/2020 14:58,70579,5192,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
97432436,6/14/2020 13:32,6/14/2020 13:47,70220,916,1017,21st St & Penn Ave,49561,Butler St & 48th St,Customer
97432450,6/14/2020 13:32,6/14/2020 14:26,70416,3214,1000,Liberty Ave & Stanwix St,1013,Isabella St & Federal St (PNC Park),Customer
97432487,6/14/2020 13:32,6/14/2020 14:58,70584,5156,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
97432493,6/14/2020 13:32,6/14/2020 14:37,70173,3857,1045,S 27th St & Sidney St. (Southside Works),1017,21st St & Penn Ave,Customer
97432536,6/14/2020 13:33,6/14/2020 13:46,70109,824,1023,Liberty Ave & Baum Blvd,1020,42nd & Penn Ave.,Customer
97432564,6/14/2020 13:33,6/14/2020 13:48,70397,926,1023,Liberty Ave & Baum Blvd,1020,42nd & Penn Ave.,Customer
97432596,6/14/2020 13:33,6/14/2020 18:57,70206,19436,49801,Microsoft,49801,Microsoft,Customer
97432905,6/14/2020 13:36,6/14/2020 14:04,70546,1659,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),1000,Liberty Ave & Stanwix St,Customer
97432914,6/14/2020 13:36,6/14/2020 16:49,70297,11599,49651,Grant St & Strawberry Way,,BIKE 70297,Customer
97432928,6/14/2020 13:36,6/14/2020 16:49,70152,11600,49651,Grant St & Strawberry Way,49651,Grant St & Strawberry Way,Customer
97432942,6/14/2020 13:36,6/14/2020 13:43,70191,401,1021,Taylor St & Liberty Ave,1021,Taylor St & Liberty Ave,Subscriber
97432982,6/14/2020 13:37,6/14/2020 13:38,70569,104,49881,Arch St & Jacksonia St,49881,Arch St & Jacksonia St,Customer
97433027,6/14/2020 13:37,6/14/2020 15:01,70679,5027,1001,Forbes Ave & Market Square,1000,Liberty Ave & Stanwix St,Customer
97433096,6/14/2020 13:38,6/14/2020 15:55,70424,8254,1053,Hamilton Ave & Zodiac Way,1033,Ivy St & Walnut St   ,Customer
97433099,6/14/2020 13:38,6/14/2020 14:22,70050,2635,49881,Arch St & Jacksonia St,1015,Federal St & E North Ave,Customer
97433104,6/14/2020 13:38,6/14/2020 13:40,70073,112,1021,Taylor St & Liberty Ave,1021,Taylor St & Liberty Ave,Subscriber
97433107,6/14/2020 13:38,6/14/2020 15:01,70225,4984,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
97433121,6/14/2020 13:38,6/14/2020 14:00,70577,1303,1033,Ivy St & Walnut St   ,49401,Stanton Ave & N Negley Ave,Customer
97433185,6/14/2020 13:39,6/14/2020 15:02,70543,4975,1047,S 22nd St & E Carson St,1047,S 22nd St & E Carson St,Customer
97433186,6/14/2020 13:39,6/14/2020 14:25,70550,2794,1000,Liberty Ave & Stanwix St,1013,Isabella St & Federal St (PNC Park),Customer
97433195,6/14/2020 13:39,6/14/2020 15:03,70542,5049,1000,Liberty Ave & Stanwix St,,BIKE 70542,Customer
97433245,6/14/2020 13:39,6/14/2020 21:00,70665,26405,1019,42nd St & Butler St,1019,42nd St & Butler St,Customer
97433288,6/14/2020 13:40,6/14/2020 15:04,70568,5073,49701,Third Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
97433352,6/14/2020 13:40,6/14/2020 14:45,70504,3860,,BIKE 70504,1012,North Shore Trail & Fort Duquesne Bridge,Customer
97433500,6/14/2020 13:42,6/14/2020 14:48,70560,3978,1049,S 12th St & E Carson St,1072,Glasshouse,Customer
97433534,6/14/2020 13:42,6/14/2020 14:25,70563,2609,1015,Federal St & E North Ave,1015,Federal St & E North Ave,Customer
97433552,6/14/2020 13:42,6/14/2020 14:46,70617,3833,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
97433806,6/14/2020 13:45,6/14/2020 14:25,70340,2447,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
97433864,6/14/2020 13:45,6/14/2020 14:50,70642,3905,1037,Frew St & Schenley Dr,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Customer
97433870,6/14/2020 13:45,6/14/2020 14:45,70113,3588,,BIKE 70113,1012,North Shore Trail & Fort Duquesne Bridge,Customer
97433947,6/14/2020 13:46,6/14/2020 14:41,70293,3286,1037,Frew St & Schenley Dr,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Customer
97433979,6/14/2020 13:46,6/14/2020 13:58,70644,720,1059,Burns White Center at 3 Crossings,49951,Butler St & 36th St,Customer
97433990,6/14/2020 13:46,6/14/2020 14:41,70310,3291,1037,Frew St & Schenley Dr,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Customer
97434061,6/14/2020 13:47,6/14/2020 13:59,70068,740,1059,Burns White Center at 3 Crossings,49951,Butler St & 36th St,Customer
97434113,6/14/2020 13:48,6/14/2020 14:01,70167,837,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),49391,E Liberty Blvd & Negley Ave,Subscriber
97434198,6/14/2020 13:48,6/14/2020 14:02,70316,815,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),49391,E Liberty Blvd & Negley Ave,Subscriber
97434396,6/14/2020 13:50,6/14/2020 17:06,70663,11731,1006,Ross St & Sixth Ave (Steel Plaza T Station),1054,Smithfield St & Fourth Ave,Customer
97434436,6/14/2020 13:51,6/14/2020 14:41,70343,2993,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Customer
97434583,6/14/2020 13:52,6/14/2020 15:02,70116,4157,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
97434899,6/14/2020 13:56,6/14/2020 15:00,70385,3848,,BIKE 70385,1000,Liberty Ave & Stanwix St,Customer
97434940,6/14/2020 13:56,6/14/2020 14:55,70687,3558,49921,W General Robinson St & Chuck Noll Way,1012,North Shore Trail & Fort Duquesne Bridge,Customer
97435182,6/14/2020 13:59,6/14/2020 15:11,70161,4344,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
97435454,6/14/2020 14:01,6/14/2020 14:22,70614,1238,1056,Wood St & Sixth Ave,1015,Federal St & E North Ave,Customer
97435480,6/14/2020 14:02,6/14/2020 16:11,70674,7786,1002,Third Ave & Wood St,1054,Smithfield St & Fourth Ave,Customer
97435520,6/14/2020 14:02,6/14/2020 14:11,70573,541,1044,Zulema St & Coltart Ave,1037,Frew St & Schenley Dr,Customer
97435661,6/14/2020 14:03,6/14/2020 17:28,70532,12250,1014,Ridge Ave & Brighton Rd (CCAC),1014,Ridge Ave & Brighton Rd (CCAC),Customer
97435732,6/14/2020 14:04,6/14/2020 14:48,70441,2617,,BIKE 70441,1072,Glasshouse,Customer
97435738,6/14/2020 14:04,6/14/2020 17:26,70544,12116,1014,Ridge Ave & Brighton Rd (CCAC),1014,Ridge Ave & Brighton Rd (CCAC),Customer
97435754,6/14/2020 14:04,6/14/2020 15:51,70535,6397,1002,Third Ave & Wood St,1002,Third Ave & Wood St,Customer
97435768,6/14/2020 14:04,6/14/2020 18:15,70606,15025,1054,Smithfield St & Fourth Ave,1054,Smithfield St & Fourth Ave,Customer
97435808,6/14/2020 14:05,6/14/2020 17:07,70037,10913,1002,Third Ave & Wood St,1002,Third Ave & Wood St,Customer
97435882,6/14/2020 14:06,6/14/2020 15:52,70387,6361,,BIKE 70387,1002,Third Ave & Wood St,Customer
97436156,6/14/2020 14:09,6/14/2020 18:57,70592,17291,1016,17th St & Penn Ave,49801,Microsoft,Customer
97436199,6/14/2020 14:09,6/14/2020 14:45,70065,2151,49401,Stanton Ave & N Negley Ave,49401,Stanton Ave & N Negley Ave,Customer
97436574,6/14/2020 14:13,6/14/2020 14:30,70279,1014,1031,Maryland Ave & Ellsworth Ave,1091,Semple St & Louisa St,Subscriber
97436613,6/14/2020 14:13,6/15/2020 9:55,70585,70890,1019,42nd St & Butler St,49391,E Liberty Blvd & Negley Ave,Customer
97436625,6/14/2020 14:14,6/14/2020 14:53,70643,2371,1019,42nd St & Butler St,49391,E Liberty Blvd & Negley Ave,Subscriber
97436662,6/14/2020 14:14,6/14/2020 14:53,70684,2360,1019,42nd St & Butler St,49391,E Liberty Blvd & Negley Ave,Subscriber
97436706,6/14/2020 14:15,6/15/2020 9:33,70274,69485,49731,Ross St & Fourth Ave,1054,Smithfield St & Fourth Ave,Customer
97436761,6/14/2020 14:15,6/15/2020 19:27,70580,105078,1029,Alder St & S Highland Ave,1032,Walnut St & College St,Subscriber
97436848,6/14/2020 14:16,6/14/2020 17:27,70623,11431,1005,Forbes Ave & Grant St,1054,Smithfield St & Fourth Ave,Customer
97436909,6/14/2020 14:17,6/14/2020 15:32,70644,4494,49951,Butler St & 36th St,49951,Butler St & 36th St,Customer
97437011,6/14/2020 14:18,6/14/2020 15:31,70171,4431,49951,Butler St & 36th St,49951,Butler St & 36th St,Subscriber
97437048,6/14/2020 14:18,6/14/2020 16:55,70314,9410,1088,Frazier St & Dawson St,1088,Frazier St & Dawson St,Customer
97437083,6/14/2020 14:18,6/14/2020 16:55,70378,9396,1088,Frazier St & Dawson St,1088,Frazier St & Dawson St,Customer
97437238,6/14/2020 14:20,6/14/2020 14:32,70351,715,1035,Fifth Ave & S Dithridge St,1033,Ivy St & Walnut St   ,Customer
97437242,6/14/2020 14:20,6/14/2020 14:33,70518,799,1035,Fifth Ave & S Dithridge St,1033,Ivy St & Walnut St   ,Subscriber
97437306,6/14/2020 14:21,6/14/2020 16:59,70383,9492,1068,Forbes Ave & Murray Ave,1068,Forbes Ave & Murray Ave,Customer
97437439,6/14/2020 14:22,6/14/2020 16:53,70660,9070,49611,24th St & Smallman St,49611,24th St & Smallman St,Customer
97437507,6/14/2020 14:23,6/14/2020 18:23,70095,14384,1004,First Ave & B St (T Station),1054,Smithfield St & Fourth Ave,Customer
97437560,6/14/2020 14:23,6/14/2020 14:34,70330,615,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
97437567,6/14/2020 14:24,6/14/2020 14:33,70533,563,1012,North Shore Trail & Fort Duquesne Bridge,,BIKE 70533,Customer
97437609,6/14/2020 14:24,6/14/2020 18:22,70567,14289,1004,First Ave & B St (T Station),1054,Smithfield St & Fourth Ave,Customer
97437740,6/14/2020 14:25,6/14/2020 14:34,70428,525,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
97437817,6/14/2020 14:26,6/14/2020 14:51,70221,1486,49401,Stanton Ave & N Negley Ave,,BIKE 70221,Subscriber
97438090,6/14/2020 14:29,6/14/2020 15:06,70401,2232,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),1028,Penn Ave & Putnam St (Bakery Square),Subscriber
97438415,6/14/2020 14:32,6/14/2020 15:08,70487,2148,1000,Liberty Ave & Stanwix St,1012,North Shore Trail & Fort Duquesne Bridge,Customer
97438463,6/14/2020 14:33,6/14/2020 15:09,70490,2158,1016,17th St & Penn Ave,1084,Hot Metal St & Tunnel Blvd,Customer
97438473,6/14/2020 14:33,6/14/2020 15:10,70144,2227,1000,Liberty Ave & Stanwix St,1012,North Shore Trail & Fort Duquesne Bridge,Customer
97438488,6/14/2020 14:33,6/14/2020 15:06,70550,1996,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Customer
97438531,6/14/2020 14:34,6/14/2020 15:48,70541,4468,49801,Microsoft,49801,Microsoft,Customer
97438561,6/14/2020 14:34,6/14/2020 15:07,70416,2001,1013,Isabella St & Federal St (PNC Park),,BIKE 70416,Customer
97438581,6/14/2020 14:34,6/14/2020 15:09,70601,2078,1016,17th St & Penn Ave,1084,Hot Metal St & Tunnel Blvd,Customer
97438882,6/14/2020 14:38,6/14/2020 14:50,70025,718,1038,Boulevard of the Allies & Parkview Ave,1037,Frew St & Schenley Dr,Customer
97438961,6/14/2020 14:39,6/14/2020 14:50,70610,689,1038,Boulevard of the Allies & Parkview Ave,1037,Frew St & Schenley Dr,Customer
97439605,6/14/2020 14:47,6/14/2020 15:27,70004,2431,49621,14th St & Penn Ave,1048,S 18th St & Sidney St,Customer
97439624,6/14/2020 14:47,6/14/2020 15:54,70112,4016,1017,21st St & Penn Ave,1017,21st St & Penn Ave,Customer
97439665,6/14/2020 14:47,6/14/2020 15:48,70681,3636,49621,14th St & Penn Ave,,BIKE 70681,Customer
97439753,6/14/2020 14:48,6/15/2020 14:10,70331,84127,1097,Tennyson Ave & Fifth Ave,1043,S Millvale Ave & Centre Ave,Customer
97439826,6/14/2020 14:49,6/14/2020 16:36,70441,6411,1072,Glasshouse,1011,Fort Duquesne Blvd & 7th St,Customer
97439917,6/14/2020 14:50,6/14/2020 16:58,70560,7654,1072,Glasshouse,1072,Glasshouse,Customer
97439946,6/14/2020 14:51,6/14/2020 17:52,70466,10917,1017,21st St & Penn Ave,1060,Penn Ave & 29th St,Customer
97439947,6/14/2020 14:51,6/14/2020 16:53,70056,7357,1072,Glasshouse,1072,Glasshouse,Customer
97439961,6/14/2020 14:51,6/14/2020 15:54,70510,3820,1017,21st St & Penn Ave,1017,21st St & Penn Ave,Customer
97440107,6/14/2020 14:53,6/14/2020 17:52,70234,10761,1017,21st St & Penn Ave,1060,Penn Ave & 29th St,Customer
97440249,6/14/2020 14:54,6/14/2020 16:05,70255,4225,1000,Liberty Ave & Stanwix St,,BIKE 70255,Customer
97440302,6/14/2020 14:55,6/14/2020 16:17,70533,4931,,BIKE 70533,1012,North Shore Trail & Fort Duquesne Bridge,Customer
97440357,6/14/2020 14:56,6/14/2020 16:05,70546,4159,1000,Liberty Ave & Stanwix St,,BIKE 70546,Customer
97440368,6/14/2020 14:56,6/14/2020 17:17,70621,8458,1019,42nd St & Butler St,1019,42nd St & Butler St,Customer
97440376,6/14/2020 14:56,6/14/2020 16:13,70657,4609,49301,Centre Ave & N Craig St,1012,North Shore Trail & Fort Duquesne Bridge,Customer
97440386,6/14/2020 14:56,6/14/2020 16:11,70130,4468,49301,Centre Ave & N Craig St,1012,North Shore Trail & Fort Duquesne Bridge,Customer
97440398,6/14/2020 14:56,6/14/2020 16:13,70619,4576,49301,Centre Ave & N Craig St,1012,North Shore Trail & Fort Duquesne Bridge,Customer
97440759,6/14/2020 15:01,6/14/2020 15:02,70617,91,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
97440789,6/14/2020 15:01,6/14/2020 15:23,70584,1303,1000,Liberty Ave & Stanwix St,,BIKE 70584,Customer
97440794,6/14/2020 15:01,6/14/2020 15:23,70509,1279,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
97440825,6/14/2020 15:02,6/14/2020 15:26,70512,1455,1093,S Bouquet Ave & Sennott St,,BIKE 70512,Subscriber
97441098,6/14/2020 15:06,6/14/2020 15:29,70330,1371,1012,North Shore Trail & Fort Duquesne Bridge,,BIKE 70330,Customer
97441317,6/14/2020 15:09,6/14/2020 17:18,70579,7743,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
97441349,6/14/2020 15:09,6/14/2020 15:51,70113,2480,1012,North Shore Trail & Fort Duquesne Bridge,1020,42nd & Penn Ave.,Customer
97441481,6/14/2020 15:11,6/14/2020 15:33,70042,1345,1015,Federal St & E North Ave,1013,Isabella St & Federal St (PNC Park),Customer
97441496,6/14/2020 15:11,6/14/2020 17:36,70164,8715,49801,Microsoft,49801,Microsoft,Customer
97441571,6/14/2020 15:12,6/14/2020 17:18,70679,7512,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
97441634,6/14/2020 15:13,6/14/2020 15:41,70687,1682,1012,North Shore Trail & Fort Duquesne Bridge,1049,S 12th St & E Carson St,Customer
97441640,6/14/2020 15:13,6/14/2020 15:42,70080,1709,1012,North Shore Trail & Fort Duquesne Bridge,1049,S 12th St & E Carson St,Customer
97441725,6/14/2020 15:14,6/14/2020 15:40,70340,1569,1012,North Shore Trail & Fort Duquesne Bridge,1049,S 12th St & E Carson St,Customer
97441774,6/14/2020 15:15,6/14/2020 15:41,70528,1606,1012,North Shore Trail & Fort Duquesne Bridge,1049,S 12th St & E Carson St,Customer
97441780,6/14/2020 15:15,6/14/2020 16:29,70688,4463,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Customer
97441816,6/14/2020 15:15,6/14/2020 16:33,70545,4639,1016,17th St & Penn Ave,1016,17th St & Penn Ave,Customer
97441826,6/14/2020 15:16,6/14/2020 16:31,70416,4513,,BIKE 70416,1013,Isabella St & Federal St (PNC Park),Customer
97441847,6/14/2020 15:16,6/14/2020 16:32,70242,4552,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Customer
97441860,6/14/2020 15:16,6/14/2020 16:33,70440,4654,1016,17th St & Penn Ave,1016,17th St & Penn Ave,Customer
97441881,6/14/2020 15:16,6/14/2020 15:40,70487,1435,1012,North Shore Trail & Fort Duquesne Bridge,1049,S 12th St & E Carson St,Customer
97441894,6/14/2020 15:16,6/14/2020 16:33,70060,4621,1016,17th St & Penn Ave,1016,17th St & Penn Ave,Customer
97441913,6/14/2020 15:17,6/14/2020 16:30,70550,4426,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Customer
97442006,6/14/2020 15:18,6/14/2020 16:19,70224,3657,1000,Liberty Ave & Stanwix St,1013,Isabella St & Federal St (PNC Park),Customer
97442251,6/14/2020 15:22,6/14/2020 16:19,70225,3445,1000,Liberty Ave & Stanwix St,1013,Isabella St & Federal St (PNC Park),Customer
97442280,6/14/2020 15:22,6/14/2020 17:14,70499,6714,1001,Forbes Ave & Market Square,,BIKE 70499,Customer
97442313,6/14/2020 15:22,6/14/2020 17:13,70213,6605,1002,Third Ave & Wood St,1000,Liberty Ave & Stanwix St,Customer
97442329,6/14/2020 15:23,6/14/2020 17:35,70543,7958,1047,S 22nd St & E Carson St,1047,S 22nd St & E Carson St,Customer
97442409,6/14/2020 15:24,6/14/2020 16:58,70277,5649,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Customer
97442464,6/14/2020 15:24,6/15/2020 9:35,70144,65462,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
97442467,6/14/2020 15:24,6/14/2020 15:35,70577,644,49401,Stanton Ave & N Negley Ave,49441,Roup Ave & Friendship Ave,Customer
97442501,6/14/2020 15:25,6/14/2020 15:28,70490,166,1084,Hot Metal St & Tunnel Blvd,1084,Hot Metal St & Tunnel Blvd,Customer
97442615,6/14/2020 15:26,6/14/2020 15:59,70221,1963,,BIKE 70221,1047,S 22nd St & E Carson St,Subscriber
97442649,6/14/2020 15:27,6/14/2020 15:38,70659,687,1018,Butler St & Stanton Ave,49951,Butler St & 36th St,Subscriber
97442674,6/14/2020 15:27,6/14/2020 15:38,70677,672,1018,Butler St & Stanton Ave,49951,Butler St & 36th St,Subscriber
97442744,6/14/2020 15:28,6/14/2020 15:52,70024,1418,1026,Penn Ave & S Whitfield St,49601,Smallman St & 31st St,Subscriber
97442749,6/14/2020 15:28,6/14/2020 15:58,70243,1795,1063,Penn Ave & N Atlantic Ave,49611,24th St & Smallman St,Customer
97442764,6/14/2020 15:29,6/14/2020 16:22,70656,3195,1018,Butler St & Stanton Ave,49561,Butler St & 48th St,Subscriber
97443104,6/14/2020 15:33,6/14/2020 17:35,70624,7354,49701,Third Ave & Stanwix St,49701,Third Ave & Stanwix St,Customer
97443159,6/14/2020 15:34,6/14/2020 17:36,70303,7331,49701,Third Ave & Stanwix St,49701,Third Ave & Stanwix St,Customer
97443252,6/14/2020 15:35,6/14/2020 17:35,70508,7202,1047,S 22nd St & E Carson St,1047,S 22nd St & E Carson St,Customer
97443504,6/14/2020 15:39,6/14/2020 15:54,70517,873,1059,Burns White Center at 3 Crossings,49801,Microsoft,Subscriber
97443586,6/14/2020 15:41,6/14/2020 16:57,70490,4562,1084,Hot Metal St & Tunnel Blvd,1084,Hot Metal St & Tunnel Blvd,Customer
97443637,6/14/2020 15:41,6/14/2020 16:57,70601,4512,1084,Hot Metal St & Tunnel Blvd,1084,Hot Metal St & Tunnel Blvd,Customer
97443656,6/14/2020 15:42,6/14/2020 18:32,70480,10234,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
97443736,6/14/2020 15:43,6/14/2020 15:50,70223,413,1025,Penn Ave & N Fairmount St,1024,S Negley Ave & Baum Blvd,Subscriber
97443759,6/14/2020 15:43,6/14/2020 17:59,70161,8166,1045,S 27th St & Sidney St. (Southside Works),1084,Hot Metal St & Tunnel Blvd,Customer
97443765,6/14/2020 15:43,6/14/2020 15:50,70667,386,1020,42nd & Penn Ave.,1018,Butler St & Stanton Ave,Customer
97443794,6/14/2020 15:44,6/14/2020 17:51,70131,7614,1074,South Side Trail & S 4th St,1074,South Side Trail & S 4th St,Customer
97443808,6/14/2020 15:44,6/14/2020 17:31,70653,6406,,BIKE 70653,1084,Hot Metal St & Tunnel Blvd,Customer
97443907,6/14/2020 15:46,6/14/2020 18:08,70330,8545,,BIKE 70330,1013,Isabella St & Federal St (PNC Park),Subscriber
97443938,6/14/2020 15:47,6/14/2020 18:09,70042,8526,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Customer
97443992,6/14/2020 15:48,6/14/2020 17:41,70509,6833,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
97444058,6/14/2020 15:49,6/14/2020 18:08,70617,8359,1012,North Shore Trail & Fort Duquesne Bridge,1013,Isabella St & Federal St (PNC Park),Subscriber
97444066,6/14/2020 15:49,6/14/2020 17:30,70484,6076,1084,Hot Metal St & Tunnel Blvd,1084,Hot Metal St & Tunnel Blvd,Customer
97444083,6/14/2020 15:49,6/14/2020 17:38,70542,6563,,BIKE 70542,1000,Liberty Ave & Stanwix St,Customer
97444090,6/14/2020 15:49,6/14/2020 17:30,70449,6080,1084,Hot Metal St & Tunnel Blvd,1084,Hot Metal St & Tunnel Blvd,Customer
97444128,6/14/2020 15:50,6/14/2020 17:50,70050,7209,1015,Federal St & E North Ave,1015,Federal St & E North Ave,Customer
97444267,6/14/2020 15:52,6/14/2020 15:55,70429,206,1056,Wood St & Sixth Ave,1056,Wood St & Sixth Ave,Subscriber
97444273,6/14/2020 15:52,6/14/2020 15:57,70525,322,49601,Smallman St & 31st St,49611,24th St & Smallman St,Subscriber
97444308,6/14/2020 15:53,6/14/2020 17:50,70563,7021,1015,Federal St & E North Ave,1015,Federal St & E North Ave,Customer
97444351,6/14/2020 15:54,6/14/2020 16:55,70478,3671,1008,Centre Ave & PPG Paints Arena,1012,North Shore Trail & Fort Duquesne Bridge,Customer
97444434,6/14/2020 15:55,6/14/2020 16:08,70512,785,,BIKE 70512,1032,Walnut St & College St,Subscriber
97444491,6/14/2020 15:56,6/14/2020 17:00,70638,3829,1004,First Ave & B St (T Station),1000,Liberty Ave & Stanwix St,Customer
97444507,6/14/2020 15:56,6/14/2020 16:38,70385,2483,1000,Liberty Ave & Stanwix St,1045,S 27th St & Sidney St. (Southside Works),Customer
97444527,6/14/2020 15:57,6/14/2020 16:38,70328,2462,1000,Liberty Ave & Stanwix St,1045,S 27th St & Sidney St. (Southside Works),Customer
97444584,6/14/2020 15:58,6/14/2020 18:18,70351,8396,1033,Ivy St & Walnut St   ,1033,Ivy St & Walnut St   ,Customer
97444687,6/14/2020 15:59,6/14/2020 16:06,70223,417,1024,S Negley Ave & Baum Blvd,49391,E Liberty Blvd & Negley Ave,Subscriber
97444736,6/14/2020 16:00,6/14/2020 16:07,70635,418,1005,Forbes Ave & Grant St,1005,Forbes Ave & Grant St,Customer
97444743,6/14/2020 16:00,6/14/2020 16:21,70288,1223,1047,S 22nd St & E Carson St,1013,Isabella St & Federal St (PNC Park),Subscriber
97444766,6/14/2020 16:01,6/14/2020 16:54,70026,3232,1008,Centre Ave & PPG Paints Arena,1012,North Shore Trail & Fort Duquesne Bridge,Customer
97444768,6/14/2020 16:01,6/14/2020 16:46,70116,2725,1000,Liberty Ave & Stanwix St,,BIKE 70116,Customer
97444821,6/14/2020 16:02,6/14/2020 17:08,70584,4015,,BIKE 70584,1000,Liberty Ave & Stanwix St,Customer
97444856,6/14/2020 16:02,6/14/2020 16:47,70568,2667,,BIKE 70568,1000,Liberty Ave & Stanwix St,Customer
97445034,6/14/2020 16:05,6/14/2020 17:08,70255,3760,,BIKE 70255,,BIKE 70255,Customer
97445036,6/14/2020 16:05,6/14/2020 17:03,70546,3453,,BIKE 70546,1000,Liberty Ave & Stanwix St,Customer
97445055,6/14/2020 16:06,6/14/2020 16:44,70347,2280,1060,Penn Ave & 29th St,1019,42nd St & Butler St,Customer
97445057,6/14/2020 16:06,6/14/2020 16:44,70368,2283,1060,Penn Ave & 29th St,1019,42nd St & Butler St,Subscriber
97445063,6/14/2020 16:06,6/14/2020 17:19,70126,4393,49701,Third Ave & Stanwix St,1045,S 27th St & Sidney St. (Southside Works),Subscriber
97445107,6/14/2020 16:06,6/14/2020 16:10,70643,200,49391,E Liberty Blvd & Negley Ave,49401,Stanton Ave & N Negley Ave,Subscriber
97445177,6/14/2020 16:08,6/14/2020 17:55,70641,6417,1046,S 25th St & E Carson St,1046,S 25th St & E Carson St,Customer
97445193,6/14/2020 16:08,6/14/2020 16:10,70557,91,1070,Hobart St & Wightman St,1070,Hobart St & Wightman St,Subscriber
97445269,6/14/2020 16:09,6/14/2020 16:20,70531,661,1070,Hobart St & Wightman St,1093,S Bouquet Ave & Sennott St,Subscriber
97445347,6/14/2020 16:11,6/14/2020 17:43,70680,5487,1010,10th St & Penn Ave (David L. Lawrence Convention Center),49691,Liberty Ave & 6th St,Customer
97445381,6/14/2020 16:12,6/14/2020 17:44,70122,5505,1010,10th St & Penn Ave (David L. Lawrence Convention Center),49691,Liberty Ave & 6th St,Customer
97445445,6/14/2020 16:13,6/15/2020 9:33,70358,62404,49641,11th St & Penn Ave,1059,Burns White Center at 3 Crossings,Customer
97445451,6/14/2020 16:13,6/14/2020 18:46,70130,9164,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
97445456,6/14/2020 16:13,6/14/2020 16:26,70677,771,49951,Butler St & 36th St,49561,Butler St & 48th St,Customer
97445475,6/14/2020 16:14,6/14/2020 16:21,70659,462,49951,Butler St & 36th St,49561,Butler St & 48th St,Subscriber
