Trip id,Starttime,Stoptime,Bikeid,Tripduration,From station id,From station name,To station id,To station name,Usertype
94094791,4/4/2020 12:13,4/4/2020 14:14,70251,7244,1019,42nd St & Butler St,1019,42nd St & Butler St,Customer
94098281,4/4/2020 14:54,4/4/2020 16:06,70251,4346,1019,42nd St & Butler St,1019,42nd St & Butler St,Customer
94100302,4/4/2020 22:08,4/4/2020 22:38,70248,1804,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
94142945,4/6/2020 17:22,4/6/2020 18:51,70248,5363,49651,Grant St & Strawberry Way,49651,Grant St & Strawberry Way,Customer
94165572,4/7/2020 19:31,4/8/2020 12:56,70379,62691,1018,Butler St & Stanton Ave,1018,Butler St & Stanton Ave,Customer
94176953,4/8/2020 9:55,4/8/2020 9:58,70035,180,1061,33rd St & Penn Ave ,1061,33rd St & Penn Ave ,Customer
94293733,4/12/2020 17:54,4/12/2020 19:01,70376,4048,1084,Hot Metal St & Tunnel Blvd,1084,Hot Metal St & Tunnel Blvd,Customer
94324049,4/14/2020 16:21,4/14/2020 16:29,70338,484,,BIKE 70338,1061,33rd St & Penn Ave ,Subscriber
94371290,4/16/2020 18:20,4/17/2020 13:15,70290,68094,1000,Liberty Ave & Stanwix St,,BIKE 70290,Customer
94448948,4/19/2020 14:35,4/20/2020 12:39,70288,79405,1068,Forbes Ave & Murray Ave,49301,Centre Ave & N Craig St,Customer
94449865,4/19/2020 15:30,4/19/2020 15:32,70628,161,,BIKE 70628,1061,33rd St & Penn Ave ,Customer
94460529,4/20/2020 9:01,4/20/2020 9:02,70678,107,,BIKE 70678,,BIKE 70678,Customer
94601453,4/25/2020 10:22,4/25/2020 10:24,70048,141,49951,Butler St & 36th St,49951,Butler St & 36th St,Customer
94710896,4/29/2020 11:59,4/29/2020 12:03,70241,218,,BIKE 70241,1061,33rd St & Penn Ave ,Customer
94712052,4/29/2020 12:28,4/29/2020 12:32,70048,221,49951,Butler St & 36th St,49951,Butler St & 36th St,Customer
94835248,5/4/2020 15:53,5/4/2020 16:35,70108,2526,1037,Frew St & Schenley Dr,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Customer
94856940,5/5/2020 12:56,5/5/2020 13:07,70650,670,49301,Centre Ave & N Craig St,49271,S Craig St & 5th Ave,Customer
94938210,5/7/2020 16:37,5/8/2020 18:22,70679,92728,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
94940172,5/7/2020 19:01,5/8/2020 18:20,70599,83961,1095,Schenley Dr & Forbes Ave (Schenley Plaza),1095,Schenley Dr & Forbes Ave (Schenley Plaza),Customer
94952549,5/8/2020 7:17,5/9/2020 9:40,70650,95000,49271,S Craig St & 5th Ave,,BIKE 70650,Customer
94989302,5/8/2020 14:56,5/9/2020 12:26,70384,77384,,BIKE 70384,,BIKE 70384,Customer
94994141,5/8/2020 17:23,5/8/2020 18:51,70556,5295,1054,Smithfield St & Fourth Ave,1054,Smithfield St & Fourth Ave,Customer
94994616,5/8/2020 17:47,5/8/2020 18:09,70220,1311,1094,O'Hara St & Desoto St,1028,Penn Ave & Putnam St (Bakery Square),Subscriber
94995406,5/8/2020 18:32,5/8/2020 18:43,70690,687,49401,Stanton Ave & N Negley Ave,1026,Penn Ave & S Whitfield St,Customer
94996255,5/8/2020 19:36,5/8/2020 20:06,70112,1804,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Subscriber
94996258,5/8/2020 19:36,5/9/2020 10:47,70679,54659,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Subscriber
94996597,5/8/2020 20:10,5/8/2020 20:21,70567,633,1026,Penn Ave & S Whitfield St,1033,Ivy St & Walnut St   ,Customer
94997204,5/8/2020 22:19,5/8/2020 22:32,70383,781,49401,Stanton Ave & N Negley Ave,49311,Hamilton Ave & N Dallas Ave,Subscriber
95004013,5/9/2020 5:26,5/9/2020 5:57,70544,1875,1041,Fifth Ave & S Bouquet St,1048,S 18th St & Sidney St,Customer
95014381,5/9/2020 7:38,5/9/2020 7:53,70050,914,1021,Taylor St & Liberty Ave,49401,Stanton Ave & N Negley Ave,Customer
95026324,5/9/2020 9:28,5/9/2020 9:36,70567,441,1033,Ivy St & Walnut St   ,1026,Penn Ave & S Whitfield St,Customer
95035928,5/9/2020 10:51,5/9/2020 10:56,70504,333,49701,Third Ave & Stanwix St,,BIKE 70504,Customer
95037781,5/9/2020 11:07,5/9/2020 11:23,70424,906,49371,E Liberty Blvd & Larimer Ave,49371,E Liberty Blvd & Larimer Ave,Subscriber
95041345,5/9/2020 11:38,5/9/2020 11:48,70674,592,1043,S Millvale Ave & Centre Ave,1040,O'Hara St and University Place (Soldiers and Sailors Memorial),Subscriber
95044015,5/9/2020 12:02,5/9/2020 12:08,70206,355,49391,E Liberty Blvd & Negley Ave,1026,Penn Ave & S Whitfield St,Subscriber
95044024,5/9/2020 12:03,5/9/2020 12:08,70144,333,49391,E Liberty Blvd & Negley Ave,1026,Penn Ave & S Whitfield St,Subscriber
95047636,5/9/2020 12:36,5/9/2020 12:44,70154,502,1013,Isabella St & Federal St (PNC Park),49801,Microsoft,Customer
95047839,5/9/2020 12:38,5/9/2020 12:39,70097,79,1061,33rd St & Penn Ave ,,BIKE 70097,Customer
95048061,5/9/2020 12:40,5/9/2020 12:57,70097,1032,,BIKE 70097,1061,33rd St & Penn Ave ,Customer
95050320,5/9/2020 13:03,5/9/2020 13:04,70292,78,1061,33rd St & Penn Ave ,,BIKE 70292,Customer
95050520,5/9/2020 13:05,5/9/2020 13:11,70292,344,,BIKE 70292,1061,33rd St & Penn Ave ,Customer
95052069,5/9/2020 13:21,5/9/2020 13:34,70613,780,,BIKE 70613,,BIKE 70613,Customer
95052857,5/9/2020 13:28,5/9/2020 13:38,70547,581,1024,S Negley Ave & Baum Blvd,49391,E Liberty Blvd & Negley Ave,Subscriber
95052976,5/9/2020 13:29,5/9/2020 13:37,70546,449,1024,S Negley Ave & Baum Blvd,49391,E Liberty Blvd & Negley Ave,Subscriber
95054894,5/9/2020 13:51,5/9/2020 15:39,70560,6483,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),1056,Wood St & Sixth Ave,Customer
95054915,5/9/2020 13:52,5/9/2020 15:03,70308,4302,49611,24th St & Smallman St,49611,24th St & Smallman St,Subscriber
95055097,5/9/2020 13:54,5/9/2020 14:47,70087,3218,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),1056,Wood St & Sixth Ave,Customer
95055258,5/9/2020 13:55,5/9/2020 14:47,70470,3098,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),1056,Wood St & Sixth Ave,Customer
95057219,5/9/2020 14:20,5/9/2020 15:03,70439,2591,1028,Penn Ave & Putnam St (Bakery Square),1028,Penn Ave & Putnam St (Bakery Square),Customer
95057951,5/9/2020 14:29,5/9/2020 15:07,70007,2284,1072,Glasshouse,1072,Glasshouse,Subscriber
95058797,5/9/2020 14:42,5/9/2020 14:43,70687,92,,BIKE 70687,,BIKE 70687,Customer
95059586,5/9/2020 14:55,5/9/2020 15:11,70224,979,,BIKE 70224,1061,33rd St & Penn Ave ,Customer
95060859,5/9/2020 15:16,5/9/2020 15:49,70161,1987,1026,Penn Ave & S Whitfield St,1026,Penn Ave & S Whitfield St,Subscriber
95061134,5/9/2020 15:20,5/9/2020 16:23,70234,3745,,BIKE 70234,1061,33rd St & Penn Ave ,Customer
95061968,5/9/2020 15:37,5/10/2020 9:31,70316,64471,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Customer
95061983,5/9/2020 15:37,5/9/2020 16:04,70297,1586,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Customer
95062130,5/9/2020 15:41,5/9/2020 16:10,70593,1769,1027,Shady Ave & Ellsworth Ave,49501,Penn Ave & 39th St,Customer
95063543,5/9/2020 16:16,5/9/2020 20:05,70296,13716,1074,South Side Trail & S 4th St,1074,South Side Trail & S 4th St,Customer
95064361,5/9/2020 16:43,5/9/2020 17:10,70115,1661,1097,Tennyson Ave & Fifth Ave,1001,Forbes Ave & Market Square,Customer
95064381,5/9/2020 16:43,5/9/2020 17:07,70185,1459,1097,Tennyson Ave & Fifth Ave,1001,Forbes Ave & Market Square,Customer
95064514,5/9/2020 16:48,5/9/2020 18:30,70585,6143,1061,33rd St & Penn Ave ,49951,Butler St & 36th St,Customer
95064592,5/9/2020 16:50,5/10/2020 15:50,70390,82760,,BIKE 70390,,BIKE 70390,Customer
95064603,5/9/2020 16:51,5/9/2020 16:53,70207,110,1034,Ellsworth Ave & N Neville St,1034,Ellsworth Ave & N Neville St,Subscriber
95064775,5/9/2020 16:56,5/9/2020 17:02,70207,340,1034,Ellsworth Ave & N Neville St,1034,Ellsworth Ave & N Neville St,Subscriber
95065285,5/9/2020 17:15,5/9/2020 17:21,70567,385,1026,Penn Ave & S Whitfield St,1024,S Negley Ave & Baum Blvd,Subscriber
95065663,5/9/2020 17:29,5/9/2020 17:53,70668,1475,1010,10th St & Penn Ave (David L. Lawrence Convention Center),49651,Grant St & Strawberry Way,Subscriber
95065685,5/9/2020 17:30,5/9/2020 17:32,70173,113,1094,O'Hara St & Desoto St,1094,O'Hara St & Desoto St,Subscriber
95065715,5/9/2020 17:31,5/9/2020 17:53,70601,1369,1010,10th St & Penn Ave (David L. Lawrence Convention Center),,BIKE 70601,Subscriber
95065727,5/9/2020 17:31,5/9/2020 18:13,70304,2551,1026,Penn Ave & S Whitfield St,1013,Isabella St & Federal St (PNC Park),Customer
95065732,5/9/2020 17:31,5/9/2020 18:21,70606,2973,1012,North Shore Trail & Fort Duquesne Bridge,49691,Liberty Ave & 6th St,Customer
95065759,5/9/2020 17:32,5/9/2020 17:45,70482,790,1094,O'Hara St & Desoto St,1031,Maryland Ave & Ellsworth Ave,Subscriber
95065777,5/9/2020 17:33,5/9/2020 18:07,70523,2066,1012,North Shore Trail & Fort Duquesne Bridge,49691,Liberty Ave & 6th St,Customer
95065853,5/9/2020 17:36,5/9/2020 18:00,70627,1434,1035,Fifth Ave & S Dithridge St,1019,42nd St & Butler St,Customer
95065854,5/9/2020 17:36,5/9/2020 18:09,70670,1942,1023,Liberty Ave & Baum Blvd,1038,Boulevard of the Allies & Parkview Ave,Customer
95066237,5/9/2020 17:54,5/9/2020 18:08,70503,792,1054,Smithfield St & Fourth Ave,1054,Smithfield St & Fourth Ave,Customer
95066340,5/9/2020 17:59,5/9/2020 18:23,70175,1433,49271,S Craig St & 5th Ave,1027,Shady Ave & Ellsworth Ave,Customer
95066345,5/9/2020 17:59,5/9/2020 18:23,70662,1471,49271,S Craig St & 5th Ave,,BIKE 70662,Customer
95066500,5/9/2020 18:07,5/9/2020 18:19,70630,725,1099,Forbes Ave & S Craig St,1033,Ivy St & Walnut St   ,Customer
95066559,5/9/2020 18:09,5/9/2020 19:48,70046,5937,1005,Forbes Ave & Grant St,1005,Forbes Ave & Grant St,Customer
95066838,5/9/2020 18:22,5/9/2020 18:37,70433,885,49391,E Liberty Blvd & Negley Ave,1043,S Millvale Ave & Centre Ave,Subscriber
95067272,5/9/2020 18:43,5/9/2020 18:47,70680,224,1049,S 12th St & E Carson St,1049,S 12th St & E Carson St,Customer
95067356,5/9/2020 18:48,5/9/2020 20:09,70660,4861,1049,S 12th St & E Carson St,1045,S 27th St & Sidney St. (Southside Works),Customer
95067631,5/9/2020 19:05,5/9/2020 19:22,70532,1005,1015,Federal St & E North Ave,1015,Federal St & E North Ave,Customer
95067657,5/9/2020 19:06,5/9/2020 19:29,70105,1341,1015,Federal St & E North Ave,1017,21st St & Penn Ave,Customer
95067768,5/9/2020 19:13,5/9/2020 19:24,70662,641,,BIKE 70662,1033,Ivy St & Walnut St   ,Customer
95067771,5/9/2020 19:13,5/9/2020 19:22,70375,520,1027,Shady Ave & Ellsworth Ave,1033,Ivy St & Walnut St   ,Customer
95068145,5/9/2020 19:40,5/9/2020 19:51,70544,645,49271,S Craig St & 5th Ave,1023,Liberty Ave & Baum Blvd,Subscriber
95068183,5/9/2020 19:43,5/9/2020 19:49,70630,383,1033,Ivy St & Walnut St   ,1024,S Negley Ave & Baum Blvd,Subscriber
95068221,5/9/2020 19:47,5/9/2020 19:57,70140,604,1000,Liberty Ave & Stanwix St,49701,Third Ave & Stanwix St,Customer
95068226,5/9/2020 19:47,5/9/2020 19:57,70313,566,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
95068243,5/9/2020 19:49,5/9/2020 19:57,70444,501,1038,Boulevard of the Allies & Parkview Ave,1099,Forbes Ave & S Craig St,Subscriber
95068348,5/9/2020 19:59,5/9/2020 20:05,70444,362,1099,Forbes Ave & S Craig St,49301,Centre Ave & N Craig St,Subscriber
95068491,5/9/2020 20:14,5/9/2020 20:21,70655,423,1026,Penn Ave & S Whitfield St,1033,Ivy St & Walnut St   ,Customer
95068508,5/9/2020 20:16,5/9/2020 21:27,70518,4276,1003,First Ave & Smithfield St,1001,Forbes Ave & Market Square,Subscriber
95068559,5/9/2020 20:21,5/9/2020 20:34,70444,773,49301,Centre Ave & N Craig St,1038,Boulevard of the Allies & Parkview Ave,Subscriber
95068636,5/9/2020 20:30,5/9/2020 20:36,70546,357,49391,E Liberty Blvd & Negley Ave,1027,Shady Ave & Ellsworth Ave,Subscriber
95068739,5/9/2020 20:43,5/9/2020 20:54,70657,655,1023,Liberty Ave & Baum Blvd,49271,S Craig St & 5th Ave,Subscriber
95068742,5/9/2020 20:44,5/9/2020 20:54,70544,595,1023,Liberty Ave & Baum Blvd,49271,S Craig St & 5th Ave,Subscriber
95068797,5/9/2020 20:50,5/9/2020 20:56,70546,384,1027,Shady Ave & Ellsworth Ave,49391,E Liberty Blvd & Negley Ave,Subscriber
95073061,5/10/2020 4:39,5/10/2020 4:48,70398,546,49401,Stanton Ave & N Negley Ave,1024,S Negley Ave & Baum Blvd,Subscriber
95093522,5/10/2020 8:35,5/10/2020 9:01,70053,1569,1008,Centre Ave & PPG Paints Arena,49691,Liberty Ave & 6th St,Customer
95095065,5/10/2020 8:47,5/10/2020 13:14,70297,16007,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Customer
95095685,5/10/2020 8:52,5/10/2020 12:52,70304,14427,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Customer
95101923,5/10/2020 9:43,5/10/2020 9:55,70541,750,49691,Liberty Ave & 6th St,1015,Federal St & E North Ave,Customer
95102247,5/10/2020 9:46,5/10/2020 10:04,70450,1069,1029,Alder St & S Highland Ave,1094,O'Hara St & Desoto St,Subscriber
95104352,5/10/2020 10:03,5/10/2020 11:27,70681,5007,1072,Glasshouse,1072,Glasshouse,Customer
95105799,5/10/2020 10:15,5/10/2020 10:18,70001,170,1046,S 25th St & E Carson St,1046,S 25th St & E Carson St,Customer
95105805,5/10/2020 10:15,5/10/2020 10:18,70067,154,1046,S 25th St & E Carson St,1046,S 25th St & E Carson St,Customer
95105866,5/10/2020 10:16,5/10/2020 10:26,70224,614,1021,Taylor St & Liberty Ave,49441,Roup Ave & Friendship Ave,Subscriber
95105979,5/10/2020 10:17,5/10/2020 10:41,70462,1432,1093,S Bouquet Ave & Sennott St,1091,Semple St & Louisa St,Customer
95109215,5/10/2020 10:45,5/10/2020 11:14,70541,1760,1015,Federal St & E North Ave,1015,Federal St & E North Ave,Customer
95109973,5/10/2020 10:51,5/11/2020 10:07,70424,83756,49371,E Liberty Blvd & Larimer Ave,1053,Hamilton Ave & Zodiac Way,Customer
95111249,5/10/2020 11:03,5/10/2020 11:17,70113,798,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
95112136,5/10/2020 11:11,5/10/2020 11:13,70550,98,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Customer
95112153,5/10/2020 11:11,5/10/2020 12:08,70023,3431,1048,S 18th St & Sidney St,1074,South Side Trail & S 4th St,Customer
95112170,5/10/2020 11:11,5/10/2020 11:34,70141,1350,49611,24th St & Smallman St,1072,Glasshouse,Subscriber
95112234,5/10/2020 11:12,5/10/2020 12:57,70061,6303,1004,First Ave & B St (T Station),1011,Fort Duquesne Blvd & 7th St,Customer
95112457,5/10/2020 11:14,5/10/2020 12:09,70616,3307,1048,S 18th St & Sidney St,1074,South Side Trail & S 4th St,Customer
95112530,5/10/2020 11:14,5/10/2020 12:57,70385,6174,1047,S 22nd St & E Carson St,1047,S 22nd St & E Carson St,Customer
95112635,5/10/2020 11:15,5/10/2020 12:57,70521,6113,1047,S 22nd St & E Carson St,1047,S 22nd St & E Carson St,Customer
95112830,5/10/2020 11:17,5/10/2020 11:57,70303,2393,49951,Butler St & 36th St,1016,17th St & Penn Ave,Customer
95113068,5/10/2020 11:19,5/10/2020 12:49,70548,5402,49951,Butler St & 36th St,49951,Butler St & 36th St,Customer
95113174,5/10/2020 11:20,5/10/2020 12:57,70666,5844,1047,S 22nd St & E Carson St,1047,S 22nd St & E Carson St,Customer
95113680,5/10/2020 11:24,5/10/2020 11:54,70175,1829,1027,Shady Ave & Ellsworth Ave,1068,Forbes Ave & Murray Ave,Customer
95113789,5/10/2020 11:25,5/10/2020 14:40,70423,11722,1061,33rd St & Penn Ave ,1061,33rd St & Penn Ave ,Customer
95114401,5/10/2020 11:30,5/10/2020 12:30,70625,3621,1084,Hot Metal St & Tunnel Blvd,1084,Hot Metal St & Tunnel Blvd,Customer
95114588,5/10/2020 11:31,5/10/2020 12:30,70214,3527,1084,Hot Metal St & Tunnel Blvd,1084,Hot Metal St & Tunnel Blvd,Customer
95115022,5/10/2020 11:35,5/10/2020 12:46,70091,4261,1035,Fifth Ave & S Dithridge St,1034,Ellsworth Ave & N Neville St,Customer
95115120,5/10/2020 11:36,5/10/2020 12:47,70573,4263,1035,Fifth Ave & S Dithridge St,1034,Ellsworth Ave & N Neville St,Customer
95115176,5/10/2020 11:36,5/10/2020 12:49,70306,4369,1035,Fifth Ave & S Dithridge St,1034,Ellsworth Ave & N Neville St,Customer
95115214,5/10/2020 11:36,5/10/2020 12:47,70593,4227,1035,Fifth Ave & S Dithridge St,1034,Ellsworth Ave & N Neville St,Customer
95115215,5/10/2020 11:36,5/10/2020 12:56,70067,4756,1046,S 25th St & E Carson St,1046,S 25th St & E Carson St,Customer
95115264,5/10/2020 11:37,5/10/2020 12:56,70001,4742,1046,S 25th St & E Carson St,1046,S 25th St & E Carson St,Customer
95115446,5/10/2020 11:38,5/10/2020 11:58,70681,1167,1072,Glasshouse,1045,S 27th St & Sidney St. (Southside Works),Customer
95115958,5/10/2020 11:43,5/10/2020 11:46,70480,219,49611,24th St & Smallman St,49611,24th St & Smallman St,Customer
95116695,5/10/2020 11:50,5/10/2020 12:53,70672,3806,1004,First Ave & B St (T Station),1011,Fort Duquesne Blvd & 7th St,Customer
95116829,5/10/2020 11:51,5/10/2020 11:55,70208,234,1017,21st St & Penn Ave,,BIKE 70208,Customer
95117036,5/10/2020 11:53,5/10/2020 11:57,70524,283,1053,Hamilton Ave & Zodiac Way,49371,E Liberty Blvd & Larimer Ave,Subscriber
95117085,5/10/2020 11:53,5/10/2020 11:55,70574,119,1017,21st St & Penn Ave,,BIKE 70574,Customer
95117089,5/10/2020 11:53,5/10/2020 13:22,70157,5309,1049,S 12th St & E Carson St,1049,S 12th St & E Carson St,Customer
95117167,5/10/2020 11:54,5/10/2020 13:23,70451,5379,1049,S 12th St & E Carson St,1049,S 12th St & E Carson St,Customer
95117176,5/10/2020 11:54,5/10/2020 12:58,70502,3842,1047,S 22nd St & E Carson St,1047,S 22nd St & E Carson St,Customer
95117766,5/10/2020 11:59,5/10/2020 12:54,70612,3303,1046,S 25th St & E Carson St,1046,S 25th St & E Carson St,Customer
95118554,5/10/2020 12:08,5/10/2020 12:53,70550,2736,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Subscriber
95118679,5/10/2020 12:09,5/10/2020 13:18,70120,4138,49581,Liberty Ave & 37th St,1049,S 12th St & E Carson St,Customer
95118684,5/10/2020 12:09,5/10/2020 13:17,70255,4101,49581,Liberty Ave & 37th St,1049,S 12th St & E Carson St,Customer
95118736,5/10/2020 12:09,5/10/2020 16:08,70141,14312,1072,Glasshouse,1072,Glasshouse,Customer
95118917,5/10/2020 12:11,5/10/2020 12:15,70489,199,49801,Microsoft,49801,Microsoft,Customer
95119214,5/10/2020 12:14,5/10/2020 12:53,70529,2335,49621,14th St & Penn Ave,49621,14th St & Penn Ave,Customer
95119546,5/10/2020 12:17,5/10/2020 16:09,70247,13908,1072,Glasshouse,1072,Glasshouse,Customer
95119597,5/10/2020 12:18,5/10/2020 16:17,70545,14335,1072,Glasshouse,1072,Glasshouse,Customer
95119764,5/10/2020 12:19,5/10/2020 15:04,70321,9855,49251,Schenley Dr & Forbes Ave,49251,Schenley Dr & Forbes Ave,Customer
95119787,5/10/2020 12:20,5/10/2020 12:42,70145,1348,1008,Centre Ave & PPG Paints Arena,1072,Glasshouse,Customer
95119839,5/10/2020 12:20,5/10/2020 14:34,70442,8042,1008,Centre Ave & PPG Paints Arena,49731,Ross St & Fourth Ave,Customer
95120785,5/10/2020 12:30,5/10/2020 12:33,70532,175,1015,Federal St & E North Ave,1015,Federal St & E North Ave,Customer
95120899,5/10/2020 12:31,5/10/2020 15:36,70212,11052,1015,Federal St & E North Ave,1015,Federal St & E North Ave,Customer
95121088,5/10/2020 12:33,5/10/2020 12:45,70313,713,1000,Liberty Ave & Stanwix St,1016,17th St & Penn Ave,Customer
95121137,5/10/2020 12:33,5/10/2020 12:48,70303,885,1016,17th St & Penn Ave,49951,Butler St & 36th St,Customer
95121373,5/10/2020 12:36,5/10/2020 12:45,70466,582,49441,Roup Ave & Friendship Ave,1021,Taylor St & Liberty Ave,Subscriber
95121486,5/10/2020 12:37,5/10/2020 13:52,70192,4496,49301,Centre Ave & N Craig St,49691,Liberty Ave & 6th St,Customer
95121491,5/10/2020 12:37,5/10/2020 13:54,70667,4625,49301,Centre Ave & N Craig St,49691,Liberty Ave & 6th St,Customer
95121875,5/10/2020 12:41,5/10/2020 14:34,70007,6786,1072,Glasshouse,49731,Ross St & Fourth Ave,Customer
95122810,5/10/2020 12:52,5/10/2020 15:41,70282,10127,1014,Ridge Ave & Brighton Rd (CCAC),1014,Ridge Ave & Brighton Rd (CCAC),Customer
95122848,5/10/2020 12:52,5/10/2020 14:41,70653,6518,1012,North Shore Trail & Fort Duquesne Bridge,1015,Federal St & E North Ave,Customer
95122874,5/10/2020 12:52,5/10/2020 14:41,70527,6486,1012,North Shore Trail & Fort Duquesne Bridge,1015,Federal St & E North Ave,Customer
95122889,5/10/2020 12:53,5/10/2020 14:40,70367,6454,1012,North Shore Trail & Fort Duquesne Bridge,1015,Federal St & E North Ave,Customer
95123135,5/10/2020 12:56,5/10/2020 15:12,70683,8166,1006,Ross St & Sixth Ave (Steel Plaza T Station),1066,N Homewood Ave & Finance St (Homewood Station),Customer
95123468,5/10/2020 12:59,5/10/2020 13:10,70313,668,1016,17th St & Penn Ave,1000,Liberty Ave & Stanwix St,Customer
95123723,5/10/2020 13:02,5/10/2020 14:37,70638,5673,1049,S 12th St & E Carson St,1049,S 12th St & E Carson St,Customer
95123866,5/10/2020 13:04,5/10/2020 13:28,70681,1447,1045,S 27th St & Sidney St. (Southside Works),1002,Third Ave & Wood St,Subscriber
95124078,5/10/2020 13:06,5/10/2020 14:10,70067,3815,1046,S 25th St & E Carson St,1046,S 25th St & E Carson St,Customer
95124356,5/10/2020 13:09,5/10/2020 13:40,70244,1848,1045,S 27th St & Sidney St. (Southside Works),1011,Fort Duquesne Blvd & 7th St,Customer
95124366,5/10/2020 13:09,5/10/2020 13:40,70056,1862,1045,S 27th St & Sidney St. (Southside Works),1011,Fort Duquesne Blvd & 7th St,Customer
95124410,5/10/2020 13:10,5/10/2020 13:11,70304,107,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Customer
95124560,5/10/2020 13:12,5/10/2020 13:29,70224,1016,49441,Roup Ave & Friendship Ave,1019,42nd St & Butler St,Subscriber
95124607,5/10/2020 13:13,5/10/2020 13:16,70304,200,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Customer
95124933,5/10/2020 13:16,5/10/2020 14:52,70123,5762,1046,S 25th St & E Carson St,1084,Hot Metal St & Tunnel Blvd,Subscriber
95124976,5/10/2020 13:17,5/10/2020 13:59,70460,2563,49391,E Liberty Blvd & Negley Ave,49391,E Liberty Blvd & Negley Ave,Subscriber
95125069,5/10/2020 13:18,5/10/2020 14:01,70409,2570,49391,E Liberty Blvd & Negley Ave,49391,E Liberty Blvd & Negley Ave,Customer
95125081,5/10/2020 13:18,5/10/2020 13:21,70297,171,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Customer
95125176,5/10/2020 13:19,5/10/2020 14:46,70660,5182,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
95125305,5/10/2020 13:21,5/10/2020 14:08,70533,2816,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
95125306,5/10/2020 13:21,5/10/2020 15:39,70214,8282,1084,Hot Metal St & Tunnel Blvd,1084,Hot Metal St & Tunnel Blvd,Customer
95125461,5/10/2020 13:23,5/10/2020 14:21,70280,3498,49251,Schenley Dr & Forbes Ave,49251,Schenley Dr & Forbes Ave,Customer
95125685,5/10/2020 13:25,5/10/2020 16:55,70221,12571,49251,Schenley Dr & Forbes Ave,49251,Schenley Dr & Forbes Ave,Customer
95125984,5/10/2020 13:29,5/10/2020 14:29,70663,3625,49921,W General Robinson St & Chuck Noll Way,49921,W General Robinson St & Chuck Noll Way,Customer
95126111,5/10/2020 13:30,5/10/2020 14:30,70631,3545,,BIKE 70631,49921,W General Robinson St & Chuck Noll Way,Customer
95126161,5/10/2020 13:31,5/10/2020 13:33,70313,104,1000,Liberty Ave & Stanwix St,,BIKE 70313,Customer
95126264,5/10/2020 13:32,5/10/2020 14:40,70399,4048,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,Customer
95126515,5/10/2020 13:36,5/10/2020 14:24,70313,2874,,BIKE 70313,,BIKE 70313,Customer
95126624,5/10/2020 13:37,5/10/2020 14:05,70074,1640,1037,Frew St & Schenley Dr,1037,Frew St & Schenley Dr,Customer
95126694,5/10/2020 13:38,5/10/2020 16:10,70619,9107,1011,Fort Duquesne Blvd & 7th St,1011,Fort Duquesne Blvd & 7th St,Customer
95126792,5/10/2020 13:40,5/10/2020 16:09,70061,8961,1011,Fort Duquesne Blvd & 7th St,1011,Fort Duquesne Blvd & 7th St,Customer
95126888,5/10/2020 13:41,5/10/2020 14:05,70440,1427,1037,Frew St & Schenley Dr,1037,Frew St & Schenley Dr,Customer
95127075,5/10/2020 13:44,5/10/2020 14:39,70304,3344,1013,Isabella St & Federal St (PNC Park),49921,W General Robinson St & Chuck Noll Way,Customer
95127114,5/10/2020 13:44,5/10/2020 15:13,70643,5300,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
95127122,5/10/2020 13:44,5/10/2020 15:09,70297,5105,1013,Isabella St & Federal St (PNC Park),49921,W General Robinson St & Chuck Noll Way,Customer
95127164,5/10/2020 13:45,5/10/2020 15:12,70566,5239,1045,S 27th St & Sidney St. (Southside Works),1045,S 27th St & Sidney St. (Southside Works),Customer
95127188,5/10/2020 13:45,5/10/2020 14:10,70145,1472,1072,Glasshouse,1072,Glasshouse,Subscriber
